Form,Type,Mentions,Entity,Metadata
Joannes de Molendino,PER,2,Jehan Frollo,
Joannes Frollo,PER,1,Jehan Frollo,
Joannes Frollo de Molendino,PER,2,Jehan Frollo,
Joannes Loemnoeus,PER,1,Joannes Lœmnœus,
Job,PER,4,Job,
Johannes de Molendino,PER,1,Jehan Frollo,
Johannis-Pain-Mollet,LOC,1,?,
Joinville,PER,1,Jean de Joinville,
Josas,LOC,1,?,
Jouy,LOC,1,?,
Judas,PER,1,Judas Iscariot,
Judée,LOC,1,?,
juifs,MISC,1,?,
Julien,PER,1,Julien l ' Apostat,
Julien l ' Apostat,PER,2,Julien l'Apostat,
Juliette,PER,1,Juliette Capulet,
Jupiter,MISC,1,?,
Jupiter,PER,28,Jupiter,
Jupiter Olympien,PER,1,Jupiter,
Juppiter,PER,1,Jupiter,
Juvénal des Ursins,PER,1,Jehan Jouvenel des Ursins,
Karnac,LOC,1,?,
Kyrie,PER,2,Kyrie,
l ' abbaye carlovingienne de Saint-Germain-des-Prés,LOC,1,?,
l ' abbaye de Bocherville,LOC,1,?,
l ' abbaye de Jumièges,LOC,1,?,
l ' abbaye de Saint-Martin,LOC,1,?,
l ' abbaye de Tournus,LOC,1,?,
l ' abbaye de Valmont,LOC,1,?,
l ' abbaye des Célestins,LOC,1,?,
l ' abbaye Saint-Antoine des Champs,LOC,2,?,
l ' abbaye Saint-Martin,LOC,1,?,
l ' abbaye Saint-Victor,LOC,1,?,
l ' abbé de Saint-Martin de Tours,PER,1,Abbé de Saint-Martin of Tours,
l ' abbé de Saint-Pierre de Val,PER,1,Abbé de Saint-Pierre de Val,
l ' abbé de Sainte-Geneviève,LOC,1,?,
l ' abbé de Sainte-Geneviève,PER,1,Abbé de Sainte-Geneviève,
l ' Agamemnon de Timanthe,PER,1,Agamemnon,
l ' Alhambra,LOC,1,?,
l ' ambassade de Flandre,ORG,1,?,
l ' Amérique,LOC,1,?,
l ' amiral de Coligni,PER,1,Amiral de Coligni,
l ' ange Légion,PER,1,l'ange Légion,
l ' Antechrist,PER,1,Satan,
l ' Antéchrist,PER,1,Satan,
l ' antipape Bénédict,PER,1,Antipape Benoît XIII,
l ' archidiacre,PER,128,Claude Frollo,
L ' archidiacre,PER,39,Claude Frollo,
l ' archidiacre Claude,PER,1,Claude Frollo,
L ' archidiacre Claude,PER,1,Claude Frollo,
l ' archidiacre Claude Frollo,PER,2,Claude Frollo,
l ' archidiacre dom Claude Frollo,PER,1,Claude Frollo,
l ' Argot,MISC,1,?,
l ' Ave-Maria,LOC,2,?,
l ' avoyer Scharnachtal,PER,1,Avoyer Scharnachtal,
l ' École de médecine,LOC,1,?,
l ' école du Chef-Saint-Denis,LOC,1,?,
l ' école Saint-Germain,LOC,1,?,
l ' école Saint-Vendregesile,LOC,1,?,
l ' écolier Jehan Frollo du Moulin,PER,1,Jehan Frollo,
l ' écolier Joannes,PER,2,Jehan Frollo,
l ' écorcherie de la Gloriette,LOC,1,?,
l ' église cathédrale de Paris,LOC,1,?,
l ' église de Notre-Dame,LOC,1,?,
l ' église de Notre-Dame de Paris,LOC,1,?,
l ' église de Saint-Jacques du Haut-Pas,LOC,1,?,
l ' église de Saint-Jacques-de-la-Boucherie,LOC,1,?,
l ' église Notre-Dame,LOC,1,?,
l ' église Notre-Dame des Champs,LOC,1,?,
l ' église Sainte-Opportune,LOC,1,?,
l ' Égypte,LOC,4,?,
L ' Égypte,LOC,1,?,
l ' Égypte,MISC,1,?,
l ' égyptienne,MISC,3,?,
l ' égyptienne,PER,82,Esmeralda,
L ' égyptienne,PER,22,Esmeralda,
l ' empereur de Galilée,PER,3,Guillaume Rousseau,
l ' empereur Sigismond,PER,1,Sigismond du Luxembourg,
l ' empire d ' Orient,ORG,1,?,
L ' empire de Galilée,LOC,1,?,
l ' empire de Galilée,ORG,1,?,
L ' enceinte de Charles V,LOC,1,?,
l ' enceinte de Charles V,LOC,1,?,
l ' enceinte de l ' Université,LOC,1,?,
l ' enceinte de Paris,LOC,1,?,
l ' enceinte de Philippe-Auguste,LOC,1,?,
l ' enclos de la Trinité,LOC,1,?,
l ' enseigne des Trois Chaînettes,LOC,1,?,
l ' entrée de la Cité,LOC,1,?,
l ' esgrin de Paris,LOC,1,?,
l ' Espagne,LOC,1,?,
l ' esprit Sabnac,PER,1,Satan,
l ' Etna,LOC,1,?,
l ' Europe,LOC,4,?,
l ' Europe chrétienne,LOC,1,?,
l ' évêque de Paris,PER,2,Guillaume Chartier,
l ' évêque Guillaume,PER,1,Guillaume Chartier,
l ' évêque Guillaume de Paris,PER,1,Guillaume Chartier,
l ' évêque Hugo de Besançon,PER,1,Hugo de Besançon,
l ' évêque Théodore,PER,1,Théodore de Cantorbéry,
l ' Hindoustan,LOC,1,?,
l ' hôpital Saint-Gervais,LOC,1,?,
l ' Hôtel,LOC,1,?,
l ' hôtel d ' Alençon,LOC,1,?,
l ' Hôtel d ' Angoulême,LOC,1,?,
l ' hôtel de Cluny,LOC,1,?,
l ' hôtel de l ' abbé de Saint-Maur,LOC,1,?,
l ' hôtel de la Roche-Guyon,LOC,1,?,
l ' hôtel de Navarre,LOC,1,?,
l ' Hôtel de Nesle,LOC,1,?,
l ' hôtel de Sens,LOC,1,?,
l ' Hôtel de Sens,LOC,1,?,
l ' hôtel de Tancarville,LOC,1,?,
l ' Hôtel de Ville,LOC,11,?,
l ' hôtel des Lions,LOC,1,?,
l ' hôtel des Tournelles,LOC,1,?,
l ' Hôtel des Tournelles,LOC,2,?,
l ' hôtel du comte d ' Étampes,LOC,1,?,
l ' hôtel du Petit-Bourbon,LOC,2,?,
l ' hôtel du Petit-Muce,LOC,1,?,
l ' hôtel du Porc-Épic,LOC,1,?,
l ' Hôtel du Roi,LOC,1,?,
l ' Hôtel du roi,LOC,1,?,
l ' hôtel Saint-Pol,LOC,2,?,
l ' Hôtel Saint-Pol,LOC,1,?,
l ' Hôtel-Dieu,LOC,8,?,
l ' île aux Vaches,LOC,1,?,
L ' île de la Cité,LOC,1,?,
l ' île de la Cité,LOC,2,?,
l ' île du Passeur-aux-Vaches,LOC,1,?,
l ' île Louviers,LOC,1,?,
l ' île Notre-Dame,LOC,2,?,
l ' île Saint-Louis,LOC,2,?,
"l ' Île-de-France ,",LOC,1,?,
l ' îlot du Passeur-aux-Vaches,LOC,1,?,
l ' image Saint-Hilaire,LOC,1,?,
l ' image Saint-Martin,LOC,1,?,
l ' Inde,LOC,3,?,
l ' Orient,LOC,3,?,
l ' orient,LOC,3,?,
l ' Université,LOC,37,?,
L ' Université,LOC,4,?,
l ' Université,ORG,1,?,
la Banlieue,LOC,1,?,
la barrière des Sergents,LOC,1,?,
la basse Égypte,LOC,1,?,
la bastide Saint-Antoine,LOC,1,?,
la Bastille,LOC,14,?,
la bastille de Dieppe,LOC,1,?,
la bastille Saint-Antoine,LOC,1,?,
la Bechaigne,PER,1,Bechaigne,
la Bièvre,LOC,1,?,
la Bohême,LOC,1,?,
la bohémienne,PER,44,Esmeralda,
La bohémienne,PER,13,Esmeralda,
la bonne sainte Vierge,PER,1,Marie de Nazareth,
la Boucanbry,PER,1,Madame Boucanbry,
la boucherie de Paris,LOC,1,?,
la Bourgogne,LOC,1,?,
la Bourse,LOC,1,?,
la butte Copeaux,LOC,1,?,
la Catalogne,LOC,1,?,
la cathédrale de Bourges,LOC,1,?,
la cathédrale de Cologne,LOC,1,?,
la cathédrale de Reims,LOC,2,?,
la cathédrale de Rouen,LOC,1,?,
la cave de Montfaucon,LOC,2,?,
la cellule de la Tour-Roland,LOC,1,?,
la Chaldée,LOC,1,?,
la chambre à Sainte-Marthe,LOC,1,?,
La chambre à Sainte-Marthe,LOC,2,?,
la chambre des Comptes,ORG,1,?,
la Chantefleurie,PER,10,Paquette la Chantefleurie,
La Chantefleurie,PER,3,Paquette la Chantefleurie,
la chapelle de Braque,LOC,2,?,
la chapelle des saints Féréol et Ferrution,LOC,1,?,
la chapelle Étienne-Haudry,LOC,2,?,
la Christeuil,PER,1,Diane de Christeuil,
la Cité,LOC,32,?,
La Cité,LOC,4,?,
la Clôture,LOC,1,?,
la clôture de Philippe-Auguste,LOC,1,?,
la Cour des comptes,ORG,3,?,
la Cour des Miracles,LOC,12,?,
La Cour des Miracles,LOC,2,?,
la Courtille,LOC,2,?,
"la Courtille ,",LOC,1,?,
la Croix-du-Trahoir,LOC,2,?,
la Croix-Faubin,LOC,1,?,
la dame de Beaujeu,PER,1,Anne de Beaujeu,
la dame de Gondelaurier,PER,1,Aloïse de Gondelaurier,
la dame veuve de Gondelaurier,PER,1,Aloïse de Gondelaurier,
la demoiselle de Flandre,PER,2,Marguerite de Flandre,
la Dubarry,PER,1,"Jeanne Bécu, Comtesse du Barry",
la duchesse de Bourbonnais,PER,1,Agnès de Bourgogne,
la Esmeral,PER,1,Esmeralda,
la Esmeralda,PER,49,Esmeralda,
La Esmeralda,PER,11,Esmeralda,
la fabrique de Saint-Eustache,LOC,1,?,
la Faculté des arts,ORG,1,?,
la Falourdel,PER,8,Falourdel,
La Falourdel,PER,2,Falourdel,
la ferme du poisson de mer des halles de Paris,LOC,1,?,
la Flandre,LOC,1,?,
la foire Saint-Germain,LOC,1,?,
La Fontaine,PER,2,Jean de La Fontaine,
la fontaine du Ponceau,LOC,1,?,
la fontaine Saint-Innocent,LOC,1,?,
la forêt de Rouvray-lez-Saint-Cloud,LOC,1,?,
la forêt de Senart,LOC,1,?,
la France,LOC,1,?,
la Gaillefontaine,PER,3,Colombe de Gaillefontaine,
la galerie des rois,LOC,1,?,
la galerie des rois de France,LOC,1,?,
La galerie des rois de France,LOC,1,?,
la Gaultière,PER,3,Henriette la Gaultière,
la Geôle,LOC,1,?,
la Gervaise,PER,1,Gervaise,
la grand ' salle du Palais,LOC,4,?,
la grande et petite Savoie,LOC,1,?,
la grande porte de Notre-Dame,LOC,1,?,
la grande salle du château de Montargis,LOC,1,?,
la Grande-Truanderie,LOC,1,?,
la grange de Rully,LOC,1,?,
la Grange-Batelière,LOC,1,?,
la Grèce,LOC,3,?,
la Grèce antique,LOC,1,?,
la Grève,LOC,24,?,
La Grève,LOC,1,?,
la Halle au blé,LOC,2,?,
la Halle aux vins,LOC,1,?,
la Harpe,LOC,1,?,
la Herme,PER,1,Agnès la Herme,
la Hongrie,LOC,1,?,
la Juiverie,LOC,1,?,
la Justice de Paris,LOC,1,?,
la loge de la Tour-Roland,LOC,1,?,
la logette de la Grève,LOC,1,?,
la maison de la Tour-Roland,LOC,1,?,
la maison seigneuriale de Tourville,LOC,1,?,
la Maison-au-Dauphin,LOC,1,?,
la Maison-aux-Piliers,LOC,9,?,
la Maladerie,LOC,1,?,
la Marchandise,LOC,1,?,
la Maria,PER,1,Marie de Nazareth,
la mer des Siciles,LOC,1,?,
la Monnaie,LOC,1,?,
La montagne de Sainte-Geneviève,LOC,1,?,
La montagne Sainte-Geneviève,LOC,1,?,
la montagne Sainte-Geneviève,LOC,2,?,
la Montmichel,PER,1,Amelotte de Montmichel,
la muraille de Charles V,LOC,1,?,
la muraille de Paris,LOC,1,?,
la nation d ' Allemagne,LOC,1,?,
la nation de Normandie,LOC,1,?,
la nef de Saint-Germain-des-Prés,LOC,1,?,
la nouvelle rue du Temple,LOC,1,?,
la pagode d ' Eklinga,LOC,1,?,
la petite Albanie,LOC,1,?,
la petite Porte-Rouge,LOC,1,?,
la Petite-Bretagne,LOC,1,?,
la place Dauphine,LOC,2,?,
la place de Grève,LOC,13,?,
La place du Palais,LOC,1,?,
la place du Palais,LOC,2,?,
la place du Parvis,LOC,3,?,
La place du Parvis Notre-Dame,LOC,1,?,
"la place du parvis Notre-Dame ,",LOC,1,?,
la place Maubert,LOC,1,?,
la place Royale,LOC,3,?,
la place Saint-Michel,LOC,1,?,
la place Vendôme,LOC,1,?,
la Place-aux-Chats,LOC,1,?,
la pointe de la Cité,LOC,1,?,
la pointe du Terrain,LOC,1,?,
la pointe occidentale de la Cité,LOC,1,?,
la Pologne,LOC,1,?,
la Pomme d ' Ève,LOC,4,?,
la Porte Baudets,LOC,1,?,
la porte Baudets,LOC,2,?,
la porte Baudoyer,LOC,1,?,
la Porte Bordelle,LOC,1,?,
la Porte de Braine,LOC,1,?,
la Porte de Vesle,LOC,2,?,
la porte du Châtelet,LOC,1,?,
la Porte du Temple,LOC,2,?,
la Porte Fléchembault,LOC,1,?,
la Porte Gibard,LOC,1,?,
la Porte Montmartre,LOC,1,?,
la porte Montmartre,LOC,1,?,
la porte Papale,LOC,1,?,
la Porte Saint-Antoine,LOC,6,?,
la porte Saint-Denis,LOC,1,?,
la Porte Saint-Denis,LOC,2,?,
la porte Saint-Germain,LOC,1,?,
la Porte Saint-Germain,LOC,1,?,
la Porte Saint-Honoré,LOC,2,?,
la Porte Saint-Jacques,LOC,3,?,
la porte Saint-Jacques,LOC,1,?,
la Porte Saint-Martin,LOC,1,?,
la porte Saint-Martin,LOC,2,?,
la porte Saint-Michel,LOC,1,?,
la Porte Saint-Michel,LOC,1,?,
la Porte Saint-Victor,LOC,3,?,
la Porte-aux-Peintres,LOC,1,?,
la Porte-Papale,LOC,2,?,
la Porte-Rouge,LOC,3,?,
la poupe de la Cité,LOC,1,?,
la prévôté de Paris,ORG,5,?,
la princesse de Trébizonde,PER,1,Isabelle du Portugal,
la proue de l ' île Notre-Dame,LOC,1,?,
la province de Bourges,LOC,1,?,
la recluse,PER,30,Esmeralda,
La recluse,PER,11,Esmeralda,
la reine de Golconde,PER,1,Reine de Golconde,
la République,ORG,1,?,
la rive droite de la Seine,LOC,1,?,
la rive gauche de la Seine,LOC,3,?,
la Rome,LOC,1,?,
la rue aux Febves,LOC,1,?,
la rue Clopin,LOC,1,?,
la rue Coupe-Gorge,LOC,1,?,
la rue Coupe-Gueule,LOC,2,?,
la rue de Glatigny,LOC,1,?,
la rue de l ' Escorcherie,LOC,1,?,
la rue de l ' Herberie,LOC,1,?,
la rue de la Barillerie,LOC,1,?,
la rue de la Calandre,LOC,1,?,
la rue de la Cossonnerie,LOC,1,?,
la rue de la Coutellerie,LOC,3,?,
la rue de la Ferronnerie,LOC,1,?,
la rue de la Harpe,LOC,1,?,
la rue de la Huchette,LOC,1,?,
la rue de la Rondelle,LOC,1,?,
la rue de la Séchesserie,LOC,1,?,
la rue de la Tannerie,LOC,1,?,
la rue de Rivoli,LOC,1,?,
la rue des Bernardins,LOC,1,?,
la rue des Écrivains,LOC,1,?,
la rue des Lombards,LOC,1,?,
la rue des Nonaindières,LOC,1,?,
la rue du Bâtonnier,LOC,1,?,
la rue du Fouarre,LOC,1,?,
la rue du Four,LOC,1,?,
la rue du Mouton,LOC,2,?,
la rue du Parvis,LOC,5,?,
la rue du Puits-qui-parle,LOC,1,?,
la rue Folle-Peine,LOC,1,?,
la rue Galiache,LOC,2,?,
la rue Glatigny,LOC,1,?,
la rue Grenier-sur-l ' eau,LOC,1,?,
la rue Kantersten,LOC,1,?,
la rue Marivault,LOC,1,?,
la rue Mauconseil,LOC,2,?,
la rue Montorgueil,LOC,1,?,
la rue Neuve-du-Temple,LOC,1,?,
la rue Neuve-Sainte-Geneviève,LOC,1,?,
la rue Saint-André-des-Arcs,LOC,2,?,
la rue Saint-Antoine,LOC,3,?,
la rue Saint-Denis,LOC,1,?,
la rue Saint-Jean-de-Beauvais,LOC,1,?,
la rue Saint-Martin,LOC,1,?,
la rue Saint-Pierre-aux-Boeufs,LOC,3,?,
la rue Tirechappe,LOC,1,?,
la rue Verdelet,LOC,1,?,
la sachette,PER,7,Paquette la Chantefleurie,
La sachette,PER,4,Paquette la Chantefleurie,
la sachette de la Tour-Roland,PER,1,Paquette la Chantefleurie,
la Saint-Jean,LOC,1,?,
la Saint-Jean,MISC,2,?,
la Saint-Martin,MISC,1,?,
la sainte Vierge,PER,5,Marie de Nazareth,
la Sainte-Chapelle,LOC,8,?,
La Sainte-Geneviève,LOC,1,?,
la Sainte-Vierge,PER,1,Marie de Nazareth,
la salle des Cheminées du Palais de Justice,LOC,1,?,
la Savaterie,LOC,1,?,
la Seine,LOC,25,?,
La Seine,LOC,2,?,
la Sibérie d ' Asie,LOC,1,?,
la Smeralda,PER,1,Esmeralda,
La Smeralda,PER,2,Esmeralda,
la Sophia,PER,1,Sophia,
la Sorbonne,LOC,3,?,
la Sorbonne,ORG,1,?,
la Thibaude,PER,1,Thibaude,
la Tixeranderie,LOC,1,?,
la tour carrée de Gentilly,LOC,1,?,
la Tour de Billy,LOC,4,?,
la tour de Nesle,LOC,2,?,
la Tour de Nesle,LOC,4,?,
la tour de Saint-Gervais,LOC,1,?,
la Tour du Bois,LOC,2,?,
la tour septentrionale,LOC,2,?,
la Tour-Roland,LOC,7,?,
la Tournelle,LOC,9,?,
la Tournelle criminelle,LOC,1,?,
la Trinité,LOC,1,?,
la Verrerie,LOC,1,?,
La Vesle,LOC,1,?,
la vicomté de Paris,LOC,2,?,
la vieille rue du Temple,LOC,1,?,
la Vieille Science,LOC,1,?,
la Vieille-Draperie,LOC,1,?,
la Vierge,PER,6,Marie de Nazareth,
la Ville,LOC,22,?,
La Ville,LOC,5,?,
La ville de Cambrai,LOC,1,?,
la ville de Gand,LOC,2,?,
la ville de Paris,LOC,2,?,
la Ville-l ' Évêque,LOC,1,?,
la vis de Saint-Gilles,LOC,1,?,
Labour,PER,5,personnage Labour,
Lambert Hoctement,PER,1,Lambert Hoctement,
"Le "" compère Coictier """,PER,1,Jacques Coictier,
le bailli du Palais,PER,4,Bailli de la cour,
Le bailli du Palais,PER,2,Bailli de la cour,
Le Barbedienne,PER,1,Florian Barbedienne,
le bon Dieu,PER,3,Dieu,
Le bon Dieu,PER,3,Dieu,
le bossu de Notre-Dame,PER,1,Quasimodo,
Le bourg Saint-Germain,LOC,1,?,
le bourg Saint-Germain,LOC,1,?,
le bourg Saint-Laurent,LOC,1,?,
le bourg Saint-Marceau,LOC,1,?,
le bourg Saint-Victor,LOC,1,?,
le capitaine,PER,33,Phœbus de Châteaupers,
Le capitaine,PER,14,Phœbus de Châteaupers,
le capitaine Phoebus,PER,4,Phœbus de Châteaupers,
Le capitaine Phoebus,PER,1,Phœbus de Châteaupers,
Le capitaine Phoebus de Châteaupers,PER,2,Phœbus de Châteaupers,
le cardinal de Bourbon,PER,3,Charles de Bourbon,
le Champ-Gaillard,LOC,1,?,
le chancelier de Sainte-Geneviève,PER,1,Chancelier de Saint-Geneviève,
le chancelier Hugonet,PER,1,Guillaume Hugonet,
le château de Dampmartin,LOC,1,?,
le Châtelet,LOC,1,?,
le cimetière de la chapelle de Braque,LOC,1,?,
le cimetière des Innocents,LOC,1,?,
le cimetière des Saints-Innocents,LOC,1,?,
le clocher de Strasbourg,LOC,2,?,
le cloître de Notre-Dame,LOC,1,?,
le cloître de Saint-Benoît,LOC,1,?,
le Colisée,LOC,1,?,
le collège de Tours,LOC,1,?,
le compère Coictier,PER,1,Jacques Coictier,
le compère Jacques,PER,4,Jacques Charmolue,
Le compère Jacques,PER,2,Jacques Charmolue,
le compère Tourangeau,PER,8,compère Tourangeau,
Le compère Tourangeau,PER,2,compère Tourangeau,
le comte Henri d ' Harcourt,PER,1,Henri Harcourt,
le connétable de Saint-Pol,PER,1,Louis de Luxembourg,
le Coureur-des-Bois,PER,1,renard Pied-Bleu,
le Cyrus,LOC,1,?,
le débarcadère du Port-au-Foin,LOC,1,?,
le démon Sidragasum,PER,2,Sidragasum,
le docteur Coictier,PER,1,Jacques Coictier,
le docteur Faust,PER,1,Johann Georg Faust,
le docteur Jacques,PER,1,Jacques Coictier,
le docteur Jacques Coictier,PER,2,Jacques Coictier,
le docteur Scourable,PER,1,Docteur Scourable,
Le donjon d ' Étampes,LOC,1,?,
le duc d ' Autriche,PER,2,"Léopold III, duc d’Autriche",
Le duc d ' Égypte,PER,4,Mathias Hungadi Spicali,
le duc d ' Égypte,PER,10,Mathias Hungadi Spicali,
le duc de Bourbon,PER,1,Pierre de Beaujeu,
le duc de Bourgogne,PER,1,Charles de Bourgogne,
le duc de Nemours,PER,1,"Louis de Gonzague, duc de Nemours",
le duc de Saint-Simon,PER,1,Jacques-Bénigne Bossuet,
le faubourg Saint-Denis,LOC,1,?,
le faubourg Saint-Honoré,LOC,1,?,
le faubourg Saint-Jacques,LOC,1,?,
le fief de Roogny,LOC,1,?,
le fief de Tirechappe,LOC,2,?,
le fief du Moulin,LOC,1,?,
le For-l ' Évêque,LOC,1,?,
le For-le-Roi,LOC,1,?,
le garde du scel du Châtelet,PER,1,Renault Château,
le Garofalo,PER,1,Garofalo,
le Gieffroy,PER,1,Gieffroy Mabonne,
le Grand-Châtelet,LOC,3,?,
le Grand-Père,PER,1,ours le Vieux,
le Grenier d ' abondance,LOC,1,?,
le hangar de la Maison-aux-Piliers,LOC,2,?,
le haut Orient,LOC,1,?,
le jardin de la Lingère du Louvre,LOC,1,?,
le jardin Dédalus,LOC,1,?,
le Jupiter de Crète,PER,1,Jupiter,
le Jupiter de l ' Iliade,PER,1,Jupiter,
le logis Barbeau,LOC,1,?,
le logis de la Reine,LOC,1,?,
le logis de Lorraine,LOC,1,?,
le logis de Nevers,LOC,1,?,
le logis de Reims,LOC,1,?,
le logis de Rome,LOC,1,?,
le logis Gondelaurier,LOC,1,?,
le Louvre,LOC,4,?,
le Louvre moderne,LOC,1,?,
le Luxembourg,LOC,1,?,
le maître chaussetier de Gand,PER,1,Jacques Coppenole,
le Marché-aux-Pourceaux,LOC,2,?,
le maréchal de Boucicaut,PER,1,Maréchal de Boucicault,
le maréchal de Champagne,PER,1,Jean de Châlons,
le marquis de Leganez,PER,1,Marquis de Leganez,
Le Mauvais,PER,1,Olivier Le Daim,
le médecin Coictier,PER,1,Jacques Coictier,
le monastère des Chartreux,LOC,1,?,
le moulin des Gobelins,LOC,1,?,
le mur de Philippe-Auguste,LOC,1,?,
le nouveau Paris,LOC,1,?,
le Palais,LOC,2,?,
le Palais de Justice,LOC,2,?,
Le palais de la Légion d ' honneur,LOC,1,?,
le Panthéon,LOC,2,?,
le pape Grégoire,PER,1,Pape Grégoire XI,
Le Paris,LOC,3,?,
le Paris,LOC,19,?,
le Parthénon,LOC,2,?,
le Parvis,LOC,12,?,
Le Parvis,LOC,2,?,
le Parvis de Notre-Dame,LOC,1,?,
le parvis Notre-Dame,LOC,1,?,
le Parvis Notre-Dame,LOC,1,?,
le Pater,PER,1,Dieu,
le pavé du Parvis,LOC,1,?,
le père Du Breul,PER,2,Jacques du Breul,
le père Guybertaut,PER,1,père Guybertaut,
le Père le Juge,PER,1,père le Juge,
le Pérou,LOC,2,?,
le Petit-Bourbon,LOC,1,?,
le Petit-Châtelet,LOC,3,?,
le Petit-Pont,LOC,1,?,
Le Petit-Pont,LOC,1,?,
le Phoebus,PER,1,Phœbus de Châteaupers,
le pont au Change,LOC,2,?,
le pont aux Meuniers,LOC,1,?,
le pont de Tinqueux,LOC,1,?,
le pont Notre-Dame,LOC,1,?,
le Pont Notre-Dame,LOC,2,?,
le Pont Saint-Michel,LOC,4,?,
le pont Saint-Michel,LOC,1,?,
le Pont-au-Change,LOC,3,?,
le Pont-aux-Changeurs,LOC,1,?,
le Pont-aux-Meuniers,LOC,1,?,
le porche du Petit-Châtelet,LOC,1,?,
le port de Morsant,LOC,1,?,
"le Port-au-Foin ,",LOC,1,?,
le portail de Notre-Dame,LOC,3,?,
le portail de Saint-Denis,LOC,1,?,
le Pré-aux-Clercs,LOC,2,?,
le président Thibaut Baillet,PER,1,Thibault Baillet,
Le prêtre,PER,39,Claude Frollo,
le prêtre,PER,58,Claude Frollo,
le prévôt,PER,1,Robert d’Estouteville,
Le prévôt de Paris,PER,1,Robert d’Estouteville,
le prévôt de Paris,PER,1,Robert d’Estouteville,
le prince Thomas de Savoie,PER,1,Thomas de Savoie,
le quai de la Ferraille,LOC,1,?,
le Rhamseïon d ' Égypte,LOC,1,?,
le roi Charles VI,PER,3,Charles VI de France,
le roi Charles vii,PER,1,Charles VII de France,
le roi Chilpéric,PER,1,Chilpéric I,
le roi de France,PER,1,Louis XI de France,
Le roi de France,PER,1,Louis XI de France,
le roi de Thunes,PER,9,Clopin Trouillefou,
Le roi de Thunes,PER,4,Clopin Trouillefou,
le roi Louis onzième,PER,2,Louis XI de France,
le roi Louis XI,PER,1,Louis XI de France,
Le roi Louis XI,PER,1,Louis XI de France,
le roi Robert,PER,1,Robert II de France,
le royaume d ' Alger,LOC,1,?,
le Sauveur,PER,1,Dieu,
Le Sec,PER,1,Sergent le Sec,
le Semeur,PER,1,Christophe de Lycie,
le sieur de Bierbecque,PER,1,Sieur de Bierbecque,
le sire de Calan,PER,1,Sire de Calan,
le sire de Coucy,PER,1,Sire de Coucy,
le sire Matefelon,PER,1,Sire Matefelon,
le sonneur,PER,1,Quasimodo,
le sous-moniteur de Torchi,PER,1,Jehan Frollo,
le Styx,LOC,1,?,
le Temple,LOC,1,?,
le temple de Salomon,LOC,3,?,
Le temple de Salomon,LOC,1,?,
le Terrain,LOC,3,?,
le terre-plein du Pont-Neuf,LOC,1,?,
le théâtre du Petit-Bourbon,LOC,1,?,
le toit de Saint-Jean-le-Rond,LOC,1,?,
le Tourangeau,PER,4,compère Tourangeau,
le Trou aux Rats,LOC,7,?,
le Val-de-Grâce,LOC,2,?,
le Vatican,LOC,1,?,
le Vieux,PER,1,ours le Vieux,
le vieux Eustache Moubon,PER,1,Eustache Moubon,
Lecornu,PER,1,Gilles Lecornu,
Lectoure,LOC,1,?,
les Allemagnes,LOC,1,?,
les Alpes,LOC,1,?,
les Anglais,MISC,2,?,
les argotiers,MISC,1,?,
les Augustins,LOC,1,?,
les Bernardins,LOC,2,?,
les bohémiennes,MISC,2,?,
les clercs matutinels de Notre-Dame,ORG,1,?,
les confrères de Saint-Augustin,ORG,1,?,
les Cordeliers,LOC,1,?,
Les deux gantois,MISC,1,?,
les égyptiennes,MISC,5,?,
Les égyptiennes,MISC,2,?,
Les égyptiens,MISC,1,?,
les égyptiens,MISC,1,?,
les Filles-Dieu,LOC,1,?,
les flamands,MISC,8,?,
les Gantois,MISC,1,?,
les Halles,LOC,2,?,
les machicots,ORG,1,?,
les Moineaux,PER,1,les Moineaux,
les Moscovites,MISC,1,?,
les Mureaux,LOC,1,?,
les pampas d ' Amérique,LOC,1,?,
les parisiens,MISC,1,?,
les Picards,MISC,1,?,
les Pyramides,LOC,1,?,
les Romains,MISC,1,?,
les rues de la Barillerie,LOC,1,?,
les rues de la Plâtrerie,LOC,1,?,
Les rues Saint-Denis,LOC,1,?,
les suisses,MISC,1,?,
les Thermes de Julien,LOC,1,?,
les Tournelles,LOC,2,?,
les tours de Notre-Dame,LOC,1,?,
Les tours Saint-Sulpice,LOC,1,?,
les Tuileries,LOC,1,?,
les zingari,MISC,1,?,
leur Pré-aux-Clercs,LOC,1,?,
Liénarde,PER,18,Liénarde,
Londres,LOC,3,?,
Louis,PER,3,Louis XI de France,
Louis Dahuille,PER,1,Louis Dahuille,
Louis de Beaumont,PER,1,Louis de Beaumont,
Louis le Débonnaire,PER,1,Louis I de France,
Louis le Gros,PER,1,Louis VI de France,
Louis onzième,PER,1,Louis XI de France,
Louis XI,PER,53,Louis XI de France,
Louis XII,PER,1,Louis XII de France,
Louis XIII,PER,3,Louis XIII de France,
Louis XIV,PER,6,Louis XIV de France,
Louis XV,PER,7,Louis XV de France,
Louis XVI,PER,1,Louis XVI de France,
Louvre,LOC,2,?,
Ludovici Großi,PER,1,Louis VI de France,
Ludovico Magno,PER,1,Louis XIV de France,
Luther,PER,5,Martin Luther,
Lyon,LOC,1,?,
M. de Beaujeu,PER,1,Pierre de Beaujeu,
M. de Bressuire,PER,1,Monsieur de Bressuire,
M. de Brosse,PER,1,Pierre de Brosse,
