Form,Type,Mentions,Entity,Metadata
M. de Saint-Giraud,PER,4,Monsieur de Saint-Giraud,
M. de Thaler,PER,4,Comte de Thaler,
M. de Valenod,PER,4,Baron de Valenod,
M. Descoulis,PER,4,Monsieur Descoulis,
M. Ducrest,PER,1,Monsieur Ducrest,
M. Durand,PER,3,Monsieur Durand,
M. et madame de Rênal,PER,1,Monsieur et Madame de Rênal,
M. Félix Vaneau,PER,1,Félix Vaneau,
M. Fouqué,PER,1,Monsieur Fouqué,
M. Godart,PER,1,Jean-Baptiste Godart,
M. Gros,PER,3,Monsieur Gros,
M. J ...,PER,1,Julien Sorel,
M. Julien,PER,10,Julien Sorel,
M. Julien de La Vernaye,PER,1,Julien Sorel,
M. Julien de Sorel,PER,1,Julien Sorel,
M. Julien Sorel,PER,2,Julien Sorel,
M. Julien Sorel de La Vernaye,PER,1,Julien Sorel,
M. l ' abbé Chas-Bernard,PER,3,Abbé Chas-Bernard,
M. l ' abbé de Frilair,PER,8,Abbé Frilair,
M. l ' abbé Pirard,PER,3,Abbé Pirard,
M. l ' abbé Sorel,PER,3,Julien Sorel,
M. l ' évêque,PER,1,Évêque de Besançon,
M. l ' évêque de Beauvais,PER,1,Évêque de Beauvais,
M. le ...,MISC,2,?,
M. le baron Bâton,PER,1,Baron Bâton,
M. le baron de Valenod,PER,3,Baron de Valenod,
M. Le Bourguignon,PER,1,Baron Le Bourguignon,
M. le chevalier de Beauvaisis,PER,1,Charles de Beauvoisis,
M. le chevalier de Beauvoisis,PER,1,Charles de Beauvoisis,
M. le chevalier de La Vernaye,PER,1,Julien Sorel,
M. le chevalier Julien Sorel de La Vernaye,PER,1,Julien Sorel,
M. le comte Altamira,PER,1,Comte Altamira,
M. le comte Norbert de La Mole,PER,1,Norbert de la Mole,
M. le curé Chélan,PER,1,Abbé Chélan,
M. le directeur,PER,1,Abbé Pirard,
M. le duc,PER,1,Duc de Retz,
M. le duc d ' Orléans,PER,1,Duc d’Orléans,
M. le duc de Chaulnes,PER,1,Duc de Chaulnes,
M. le duc de Retz,PER,3,Duc de Retz,
M. le grand vicaire,PER,1,Abbé Frilair,
M. le grand vicaire de Frilair,PER,2,Abbé Frilair,
M. le marquis,PER,2,Marquis de la Mole,
M. le marquis de Croisenois,PER,1,Marquis de Croisenois,
M. le marquis de La Mole,PER,7,Marquis de la Mole,
M. le Préfet,PER,1,Préfet de Besançon,
M. le prince de Condé,PER,1,Louis V Joseph de Bourbon-Condé,
M. le procureur général,PER,2,Procureur Général,
M. le sous-préfet de Maugiron,PER,2,Monsieur Charcot de Maugiron,
M. le vicaire Maslon,PER,1,Abbé Maslon,
M. Maslon,PER,6,Abbé Maslon,
M. N ... l ' académicien,PER,1,Monsieur N…,
M. Noiroud,PER,4,Monsieur Noiroud,
M. Pirard,PER,21,Abbé Pirard,
M. Poisson,PER,1,Monsieur Poisson,
M. Rothschild,PER,1,Mayer Amschel Rothschild,
M. Rubigneau,PER,1,Monsieur Rubigneau,
M. Sainclair,PER,2,Monsieur Sainclair,
M. Sorel,PER,17,Julien Sorel,
M. Stanislas-Xavier,PER,1,Stanislas-Xavier de Rênal,
M. Tanbeau,PER,3,Monsieur Tanbeau,
M. Valenod,PER,67,Baron de Valenod,
Machiavel,PER,1,Nicolas Machiavel,
Madame,PER,1,Louise de Rênal,
Madame de * * *,PER,1,Madame de ***,
madame de Beauharnais,PER,1,Joséphine de Beauharnais,
madame de Derville,PER,1,Madame de Derville,
Madame de Dubois,PER,2,Mathilde de la Mole,
madame de Dubois,PER,4,Mathilde de la Mole,
madame de Fervaques,PER,35,Maréchale de Fervaques,
Madame de Fervaques,PER,2,Maréchale de Fervaques,
madame de Genlis,PER,1,Félicité de Genlis,
madame de La Mole,PER,17,Marquise de la Mole,
madame de la Mole,PER,1,Marquise de la Mole,
Madame de La Mole,PER,7,Marquise de la Mole,
madame de La Vernaye,PER,1,Mathilde de la Mole,
madame de Lavalette,PER,1,"Émilie de Beauharnais, comtesse de Lavalette",
madame de Maugiron,PER,1,Madame de Maugiron,
madame de Montesson,PER,1,Madame de Montesson,
madame de Rênal,PER,322,Louise de Rênal,
Madame de Rênal,PER,88,Louise de Rênal,
madame de Rubempré,PER,1,Marquise de Rubempré,
madame de Staël,PER,1,Germaine de Staël,
madame Derville,PER,39,Madame de Derville,
Madame Derville,PER,11,Madame de Derville,
madame la maréchale de Fervaques,PER,4,Maréchale de Fervaques,
madame la marquise de La Mole,PER,1,Marquise de la Mole,
madame la Marquise de M * * *,MISC,1,?,
madame Michelet,PER,5,Mathilde de la Mole,
madame Roland,PER,1,Madame Roland,
madame Sorel,PER,2,Mathilde de la Mole,
madame Valenod,PER,5,Madame de Valenod,
Madame Valenod,PER,1,Madame de Valenod,
madame veuve Sorel,PER,1,Mathilde de la Mole,
mademoiselle Amanda,PER,2,Amanda Binet,
Mademoiselle de La Mole,PER,27,Mathilde de la Mole,
mademoiselle de La Mole,PER,121,Mathilde de la Mole,
mademoiselle de Sainte-Hérédité,PER,1,Mademoiselle de Sainte-Hérédité,
mademoiselle Élisa,PER,4,Mademoiselle Elisa,
Mademoiselle Élisa,PER,2,Mademoiselle Elisa,
Mademoiselle Fourmont,PER,1,Mademoiselle Fourmont,
Mademoiselle Mathilde,PER,7,Mathilde de la Mole,
mademoiselle Mathilde,PER,2,Mathilde de la Mole,
Magallon,PER,1,Monsieur Magallon,
Malaga,LOC,2,?,
Malmaison,LOC,2,?,
Manon Lescaut,PER,3,Manon Lescaut,
Manuel,PER,1,Jacques-Antoine Manuel,
maréchale de Fervaques,PER,2,Maréchale de Fervaques,
Marguerite de Navarre,PER,1,Marguerite de Navarre,
Marguerite de Valois,PER,1,Marguerite de Valois,
Marie Alacoque,PER,1,Marguerite-Marie Alacoque,
Marino Faliero,PER,1,Marino Faliero,
Marmande,LOC,1,?,
Marote,PER,1,Marote,
marquis de Croisenois,PER,5,Marquis de Croisenois,
marquis de La Mole,PER,6,Marquis de la Mole,
marquise de Croisenois,PER,1,Marquis de Croisenois,
marquise de La Mole,PER,1,Marquis de la Mole,
Marseille,LOC,1,?,
Martial,PER,1,Marcus Valerius Martialis,
Martin Luther,PER,2,Martin Luther,
Maslon,MISC,1,?,
Massillon,PER,2,Jean Baptiste Massillon,
Mathilde,PER,342,Mathilde de la Mole,
Mathilde Marguerite,PER,1,Mathilde de la Mole,
Maugiron,LOC,1,?,
Maugirons,PER,1,Monsieur Charcot de Maugiron,
Mayence,LOC,1,?,
Médée,PER,1,Médée,
Méphistophélès,PER,2,Méphistophélès,
Méry-sur-Seine,LOC,1,?,
messire Jean Chouart,PER,1,Jean Chouart,
Metz,LOC,2,?,
Mgr l ' évêque,PER,1,Évêque de ***,
Mgr l ' évêque de * * *,PER,1,Évêque de ***,
Michaud de Saint-Amand,PER,1,Michaud de Saint-Amand,
Michel-Ange,PER,1,Michelangelo di Lodovico Buonarroti Simoni,
ministère,MISC,1,?,
ministre des Finances,PER,1,Ministre des Finances,
Mirabeau,PER,4,"Honoré Gabriel Riqueti, comte de Mirabeau",
Mlle Élisa,PER,1,Mademoiselle Elisa,
MM. de Caylus,PER,2,Comte de Caylus,
MM. de Croisenois,PER,1,Marquis de Croisenois,
MM. de Luz,PER,1,Vicomte de Luz,
MM. de Rênal et Valenod,PER,1,Monsieur de Rênal et le Baron de Valenod,
MM. de Talleyrand,PER,1,Charles-Maurice de Talleyrand-Périgord,
MM. Fontan,PER,1,Monsieur Fontan,
MM. tels et tels,MISC,1,?,
Mme de Rênal,PER,3,Louise de Rênal,
Mme de Staël,PER,1,Germaine de Staël,
Mme Sorel,PER,1,Mathilde de la Mole,
Moirod,PER,1,Monsieur de Moirod,
Molière,PER,1,"Jean-Baptiste Poquelin, dit Molière",
mon Dieu,PER,3,Dieu,
Mon Dieu,PER,1,Dieu,
Moncontour,LOC,1,?,
Monfleury,LOC,1,?,
Monseigneur,PER,18,Évêque de Besançon,
monseigneur d ' Agde,PER,1,Évêque d’Agde,
monseigneur l ' évêque de * * *,MISC,3,?,
monseigneur l ' évêque de * * *,PER,1,Évêque de ***,
Monsieur Chélan,PER,1,Abbé Chélan,
Monsieur Julien,PER,3,Julien Sorel,
monsieur Julien,PER,3,Julien Sorel,
monsieur Sorel,PER,2,Julien Sorel,
Monsieur Sorel,PER,1,Julien Sorel,
monsieur Tanbeau,PER,1,Monsieur Tanbeau,
montagnes de la Franche-Comté,LOC,1,?,
montagnes du Jura,LOC,1,?,
Montmartre,LOC,1,?,
Montmirail,LOC,1,?,
Montmorency,LOC,1,?,
Moreri,MISC,1,?,
Moscou,LOC,1,?,
Mozart,PER,1,Wolfgang Amadeus Mozart,
Mulhouse,LOC,2,?,
Munster,LOC,1,?,
Murat,PER,1,Joachim Murat,
N ...,PER,1,Monsieur N…,
Napier,PER,1,Napier,
Naples,LOC,2,?,
Napoléon,PER,34,Napoléon Bonaparte,
New York,LOC,1,?,
New-York,LOC,1,?,
Norbert,PER,35,Norbert de la Mole,
Normandie,LOC,2,?,
Notre-Seigneur Jésus-Christ,PER,1,Jésus-Christ,
Nuremberg,LOC,1,?,
Opéra,LOC,2,?,
Othello,PER,1,Othello,
Paris,LOC,145,?,
Parisiens,MISC,1,?,
Paul Sorel,PER,2,Paul Sorel,
paysan Julien,PER,1,Julien Sorel,
Père-Lachaise,LOC,1,?,
Pharsale,LOC,1,?,
Philippe II,PER,1,Philippe II d’Espagne,
Philippe le Bon,PER,1,Philippe le Bon,
Philippe Vane,PER,1,Philippe Vane,
Pichegru,PER,2,Charles Pichegru,
Pirard,PER,1,Abbé Pirard,
Pitt,PER,3,William Pit le Jeune,
place de Grève,LOC,4,?,
Poissy,LOC,1,?,
Polichinelle,PER,1,Polichinelle,
Pontarlier,LOC,1,?,
Pozzo di Borgo,PER,1,"Charles André, comte Pozzo di Borgo",
prince d ' Araceli,PER,1,Prince d’Araceli,
prince de San Nazaro-Pimentel,PER,1,Prince de San Nazaro-Pimentel,
Provence,LOC,3,?,
quakeresse de Richemond,PER,1,Quakeresse de Richemond,
Rênal,MISC,1,?,
Rênal,PER,2,Monsieur de Rênal,
René,PER,1,René,
Rhône,LOC,3,?,
Richelieu,PER,1,"Armand Jean du Plessis, duc de Richelieu",
Richemond,LOC,3,?,
Richemond-la-Terrasse,PER,1,Richemond-la-Terrasse,
Rivarol,PER,2,Antoine de Rivarol,
Rivoli,LOC,1,?,
Robespierre,PER,3,Maximilien de Robespierre,
roi Charles IX,PER,1,Charles IX de France,
roi d ' Angleterre,PER,1,Jupiter Feretrius,
roi Salomon,PER,1,Roi Salomon,
Roiville,LOC,1,?,
Roland,PER,1,Roland,
Romain,MISC,1,?,
Rome,LOC,11,?,
Rossini,PER,1,Gioachino Antonio Rossini,
Rotrou,PER,1,Jean de Rotrou,
Rousseau,PER,3,Jean-Jacques Rousseau,
Rubempré,LOC,1,?,
rue de Verrières,LOC,1,?,
rue J.-J. Rousseau,LOC,1,?,
Russe,MISC,2,?,
Russe,PER,1,Prince Korasoff,
Russie,LOC,1,?,
S. S. M. le marquis de La Mole,PER,1,Marquis de la Mole,
Sa Majesté,PER,6,Charles X de France,
Sa Majesté le roi de * * *,MISC,1,?,
Sacré-Coeur,LOC,1,?,
Sainclair,PER,1,Monsieur Sainclair,
saint Augustin,PER,1,Augustine of Hippo,
saint Basile,PER,1,Basile de Césarée,
saint Bonaventure,PER,1,Bonaventura da Bagnoregio,
saint Clément,PER,4,Pape Clément I,
saint François,PER,1,François d’Assise,
saint Jean,PER,1,Jean le Baptiste,
saint Jérôme,PER,2,Jérôme de Stridon,
Saint Louis,PER,1,Louis IX de France,
saint Louis,PER,1,Louis IX de France,
saint Paul,PER,1,Paul de Tarse,
saint Pie V.,PER,1,Pape Pie V,
saint Pierre,PER,1,Saint Pierre,
Saint-Charles,PER,1,Saint Charles,
Saint-Clément,PER,1,Pape Clément I,
Saint-Cloud,LOC,3,?,
Saint-Domingue,LOC,1,?,
Saint-Germain,LOC,1,?,
Saint-Germain-en-Laye,LOC,1,?,
Saint-Giraud,PER,5,Monsieur de Saint Giraud,
Saint-Jean,MISC,1,?,
Saint-Jean,PER,1,Jean le Baptiste,
Saint-Joseph,PER,1,Saint Joseph,
Saint-Louis,MISC,2,?,
Saint-Roch,LOC,1,?,
Saint-Simon,PER,1,Claude-Henri de Rouvroy de Saint-Simon,
sainte Thérèse,PER,1,Thérèse de Lisieux,
Sainte-Hélène,LOC,8,?,
Sainte-Valère,LOC,1,?,
San Carlino,LOC,1,?,
San-Carlino,LOC,1,?,
Seigneur,PER,2,Dieu,
Sieyès,PER,1,Emmanuel-Joseph Sieyès,
signor Zingarelli,PER,1,Signor Zingarelli,
Sir Hudson Lowe,PER,1,Hudson Lowe,
Sixte-Quint,PER,1,Pape Sixte V,
Smollett,PER,1,Smollett,
son château de Vergy,LOC,1,?,
Son Excellence,PER,2,Duc de ***,
Sorbonne,MISC,1,?,
Sorel,PER,30,Julien Sorel,
Southey,PER,2,Robert Southey,
Stanislas,PER,11,Stanislas-Xavier de Rênal,
Stanislas-Xavier,PER,3,Stanislas-Xavier de Rênal,
Staub,LOC,1,?,
Strasbourg,LOC,18,?,
Suisse,LOC,4,?,
Suresnes,LOC,1,?,
Tacite,PER,6,Publius Cornelius Tacitus,
Tanbeau,PER,4,Monsieur Tanbeau,
Tartufe,PER,5,Tartuffe,
Tite-Live,PER,1,Titus Livius,
Tolède,LOC,1,?,
ton Dieu,PER,1,Dieu,
Toulouse,LOC,1,?,
Tuileries,LOC,1,?,
Turin,LOC,1,?,
un Araceli,MISC,1,?,
un comte Altamira,PER,1,Comte Altamira,
un Don Juan,MISC,1,?,
un Fénelon,PER,1,Famille Fénelon,
un Geronimo,PER,1,Famille Geronimo,
un La Mole,MISC,1,?,
un M. Julien,MISC,1,?,
un M. Nonante-cinq,MISC,1,?,
un Massillon,PER,1,Famille Massillon,
un Parisien,MISC,1,?,
un Pimentel,PER,1,Famille Pimentel,
un prince de Conti,PER,1,Prince de Conti,
un Rênal,MISC,1,?,
un Rênal,PER,1,Famille de Rênal,
un Valenod,PER,1,Famille de Valenod,
une auberge du faubourg de Besançon,LOC,1,?,
une des forêts voisines de Paris,MISC,1,?,
une La Mole,PER,1,Famille de la Mole,
une maison de la place de Grève,LOC,1,?,
une querelle d ' Allemand,MISC,1,?,
Uzès,LOC,1,?,
Valenod,MISC,1,?,
Valenod,PER,11,Baron de Valenod,
Vane,PER,2,Philippe Vane,
Vély,PER,1,Paul François Velly,
Vendée,LOC,2,?,
Venise,LOC,2,?,
Vergy,LOC,26,?,
Verrières,LOC,169,?,
Vésuve,LOC,1,?,
vicaire de Frilair,PER,1,Abbé Frilair,
Vienne,LOC,1,?,
ville de Verrières,LOC,2,?,
Villequier,LOC,6,?,
Virgile,PER,4,Publius Vergilius Maro,
Voltaire,PER,13,"François-Marie Arouet, dit Voltaire",
Wagram,LOC,1,?,
Walter Scott,PER,1,Walter Scott,
Washington,PER,1,George Washington,
Waterloo,LOC,1,?,
Zingarelli,PER,4,Signor Zingarelli,
