Form,Type,Mentions,Entity,Metadata
Leurs Majestés,PER,6,Louis XIII de France et Anne d’Autriche,
Lille,LOC,2,?,
Lilliers,LOC,3,?,
London,LOC,1,?,
Londres,LOC,49,?,
lord Buckingham,PER,1,"George Villiers, duc de Buckingham",
lord d ' Artagnan,PER,1,"Charles de Batz de Castelmore, dit d'Artagnan",
Lord de Winter,PER,31,Baron de Winter,
lord de Winter,PER,111,Baron de Winter,
Lorient,LOC,2,?,
Lorraine,LOC,3,?,
Louis XI,PER,2,Louis XI de France,
Louis XIII,PER,25,Louis XIII de France,
Louis XIV,PER,2,Louis XIV de France,
Louis-le-Chaste,PER,1,Louis XIII de France,
Louis-le-Juste,PER,3,Louis XIII de France,
Lubin,PER,11,Lubin,
Lucrèce,PER,1,Lucrèce,
Lucullus,PER,2,Lucullus,
M. Aramis,PER,10,"René d'Herblay, dit Aramis",
M. Athos,PER,20,"Olivier de La Fère, dit Athos",
M. Bernajoux,PER,1,Monsieur Bernajoux,
M. Bonacieux,PER,42,Jacques Michel Bonacieux,
M. Cahusac,PER,1,"Jean de Baradat, sieur de Cahusac",
M. Coquenard,PER,6,Monsieur Coquenard,
M. d ' Artagnan,PER,53,"Charles de Batz de Castelmore, dit d'Artagnan",
M. d ' Artagnan fils,PER,1,"Charles de Batz de Castelmore, dit d'Artagnan",
M. d ' Artagnan père,PER,5,Bertrand de Batz de Castelmore,
M. d ' Estrées,PER,3,Monsieur d’Estrées,
M. de Baradas,PER,1,Monsieur de Baradas,
M. de Bassompierre,PER,2,François de Bassompierre,
M. de Benserade,PER,2,Isaac de Benserade,
M. de Buckingham,PER,12,"George Villiers, duc de Buckingham",
M. de Busigny,PER,9,Monsieur de Busigny,
M. de Cahusac,PER,1,"Jean de Baradat, sieur de Cahusac",
M. de Cavois,PER,7,"François d'Oger, sieur de Cavois",
M. de Condé,PER,1,"Louis II de Bourbon, prince de Condé",
M. de Courtivron,PER,1,Monsieur de Courtivron,
M. de Créquy,PER,1,"Charles de Blanchefort, duc de Créquy",
M. de Férussac,PER,1,Monsieur de Férussac,
M. de Guitaut,PER,1,François de Guitaut,
M. de Jussac,PER,1,Claude de Jussac,
M. de la Porte,PER,1,Pierre de La Porte,
M. de La Trémouille,PER,5,Charles de la Trémouille,
M. de la Trémouille,PER,13,Charles de la Trémouille,
M. de Laffemas,PER,1,Isaac de Laffemas,
M. de Laffmas,PER,1,Isaac de Laffemas,
M. de Laigues,PER,1,Geoffrey de Laigues,
M. de Laporte,PER,5,Pierre de La Porte,
M. de Liancourt,PER,1,Roger du Plessis-Liancourt,
M. de Louvigny,PER,1,Monsieur de Louvigny,
M. de Nogaret de la Valette,PER,1,Louis de Nogaret de La Valette,
M. de Putange,PER,2,"Guillaume Morel, sieur de Putanges",
M. de Richelieu,PER,1,"Armand Jean du Plessis, duc de Richelieu",
M. de Schomberg,PER,2,Monsieur de Schomberg,
M. de Toiras,PER,1,Jean de Caylar de Saint-Bonnet,
M. de Tréville,PER,267,"Jean-Armand du Peyrer, comte de Tréville",
M. de Voiture,PER,2,Vincent Voiture,
M. de Wardes,PER,10,Comte de Wardes,
M. des Essarts,PER,18,"François de Guillon, sieur des Essarts",
M. Duhallier,PER,1,"François de l'Hôpital, sieur du Hallier",
M. Dujart,PER,1,"François de Rochechouart, chevalier de Jars",
M. et Mme Coquenard,PER,1,Monsieur et Madame Coquenard,
M. Felton,PER,4,John Felton,
M. Grimaud,PER,2,Monsieur Grimaud,
M. Laporte,PER,7,Pierre de La Porte,
M. le cardinal,PER,70,"Armand Jean du Plessis, duc de Richelieu",
M. le cardinal de Richelieu,PER,1,"Armand Jean du Plessis, duc de Richelieu",
M. le chevalier,PER,1,Comte de Rochefort,
M. le chevalier des Essarts,PER,1,"François de Guillon, sieur des Essarts",
M. le comte de Châlus,PER,1,Comte de Châlus,
M. le comte de Wardes,PER,3,Comte de Wardes,
M. le curé de Montdidier,PER,1,Curé de Montdidier,
M. le duc de Chaulnes,PER,1,Duc de Chaulnes,
M. le duc de la Trémouille,PER,3,Charles de la Trémouille,
M. le garde des sceaux Séguier,PER,1,Pierre Séguier,
M. le principal d ' Amiens,PER,1,Principal d’Amiens,
M. O ' Reilly,PER,3,Monsieur O’Reilly,
M. Porthos,PER,32,"Isaac de Portau, dit Porthos",
M. Voiture,PER,1,Vincent Voiture,
ma Reine,PER,1,Anne d’Autriche,
madame Bonacieux,PER,3,Constance Bonacieux,
madame Coquenard,PER,4,Madame Coquenard,
madame Messaline,PER,1,Madame Messaline,
mademoiselle Marie Michon,PER,1,Marie-Aimée de Rohan-Montbazon,
Madrid,LOC,1,?,
Mahomet,PER,1,Mahomet,
maître Bazin,PER,2,Monsieur Bazin,
maître Bonacieux,PER,9,Jacques Michel Bonacieux,
Maître Bonacieux,PER,1,Jacques Michel Bonacieux,
maître Coquenard,PER,4,Monsieur Coquenard,
Maître Coquenard,PER,6,Monsieur Coquenard,
maître Grimaud,PER,1,Monsieur Grimaud,
maître Planchet,PER,1,Monsieur Planchet,
Majesté,PER,2,Louis XIII de France,
Manchester,LOC,1,?,
Marie de Médicis,PER,1,Marie de Médicis,
Marie Michon,PER,4,Marie-Aimée de Rohan-Montbazon,
MARIE MICHON,PER,1,Marie-Aimée de Rohan-Montbazon,
Marion de Lorme,PER,2,Marion de Lorme,
Mauzes,LOC,1,?,
Me Patru,PER,1,Olivier Patru,
Meung,LOC,13,?,
Michon,PER,1,Marie-Aimée de Rohan-Montbazon,
Migeon,PER,1,Marie-Aimée de Rohan-Montbazon,
milady,PER,532,Anne de Breuil,
Milady,PER,159,Anne de Breuil,
milady Clarick de Winter,PER,1,Anne de Breuil,
milady de * * *,PER,1,Anne de Breuil,
Milady de Winter,PER,1,Anne de Breuil,
milady de Winter,PER,6,Anne de Breuil,
milord,PER,1,"George Villiers, duc de Buckingham",
milord Buckingham,PER,1,"George Villiers, duc de Buckingham",
Milord de Winter,PER,1,Baron de Winter,
Milord duc de Buckingham,PER,1,"George Villiers, duc de Buckingham",
milord duc de Buckingham,PER,2,"George Villiers, duc de Buckingham",
Minerve,PER,1,Minerve,
Mirame,PER,1,Mirame,
Mlle de Chemerault,PER,1,"Françoise de Barbezière, demoiselle de Chemerault",
MM. de la ville,MISC,1,?,
Mme Bonacieux,PER,208,Constance Bonacieux,
Mme Coquenard,PER,32,Madame Coquenard,
Mme d ' Aiguillon,PER,5,Madame d'Aiguillon,
Mme d ' Artagnan,PER,1,Françoise de Montesquiou d'Artagnan,
Mme de Bois-Tracy,PER,4,Camille de Bois-Tracy,
Mme de Chevreuse,PER,33,Marie-Aimée de Rohan-Montbazon,
Mme de Combalet,PER,2,Madame de Combalet,
Mme de Guéménée,PER,2,Madame de Guéméne,
Mme de Guise,PER,1,Henriette-Catherine de Joyeuse,
Mme de Guitaut,PER,1,Madame de Guitaut,
Mme de Lannoy,PER,6,"Charlotte de Villiers Saint-Pol, dame de Lannoy",
Mme de Longueville,PER,1,Madame de Longueville,
Mme de Monpensier,PER,1,"Anne-Marie-Louise d'Orléans, duchesse de Montpensier",
Mme de Montbazon,PER,1,Marie-Aimée de Rohan-Montbazon,
Mme de Motteville,PER,1,Madame de Motteville,
Mme de Sablé,PER,1,"Madeleine de Souvray, marquise de Sablé",
Mme de Sévigné,PER,1,"Marie de Rabutin-Chantal, marquise de Sévigné",
Mme de Surgis,PER,1,"Charlotte de Villiers Saint-Pol, dame de Lannoy",
Mme de Vernel,PER,2,Antoinette d'Albert du Vernet,
Mme de Vernet,PER,1,Antoinette d'Albert du Vernet,
Mme la connétable,PER,1,Madame Connétable,
Mme la présidente,PER,2,Madame la Premiere Présidente,
Moïse,PER,2,Moïse,
Molière,PER,1,"Jean-Baptiste Poquelin, dit Molière",
mon Bajazet,PER,1,Bajazet,
mon Dieu,PER,90,Dieu,
Mon Dieu,PER,10,Dieu,
monseigneur le cardinal,PER,1,"Armand Jean du Plessis, duc de Richelieu",
monsieur Aramis,PER,1,"René d'Herblay, dit Aramis",
monsieur Bernajoux,PER,1,Monsieur Bernajoux,
Monsieur Boisrenard,PER,1,Monsieur Boisrenard,
monsieur Bonacieux,PER,10,Jacques Michel Bonacieux,
Monsieur Bonacieux,PER,1,Jacques Michel Bonacieux,
monsieur Coquenard,PER,1,Monsieur Coquenard,
monsieur d ' Artagnan,PER,14,"Charles de Batz de Castelmore, dit d'Artagnan",
Monsieur d ' Artagnan,PER,2,"Charles de Batz de Castelmore, dit d'Artagnan",
Monsieur de Tréville,PER,2,"Jean-Armand du Peyrer, comte de Tréville",
monsieur de Tréville,PER,2,"Jean-Armand du Peyrer, comte de Tréville",
Monsieur de Troisvilles,PER,1,"Jean-Armand du Peyrer, comte de Tréville",
Monsieur Jackson,PER,1,Monsieur Jackson,
monsieur le cardinal,PER,6,"Armand Jean du Plessis, duc de Richelieu",
Monsieur le cardinal,PER,1,"Armand Jean du Plessis, duc de Richelieu",
Monsieur le duc,PER,1,"Armand Jean du Plessis, duc de Richelieu",
monsieur O ' Reilly,PER,1,Monsieur O’Reilly,
monsieur Planchet,PER,2,Monsieur Planchet,
monsieur Porthos,PER,13,"Isaac de Portau, dit Porthos",
Monsieur Porthos,PER,2,"Isaac de Portau, dit Porthos",
Monsieur un tel,MISC,1,?,
Montaigu,PER,5,Montaigu,
Montaran,PER,1,Montaran,
Montreuil,LOC,1,?,
Mousqueton,PER,62,Monsieur Mousqueton,
Nantes,LOC,1,?,
Narcisse,PER,1,Narcisse,
Navarre,LOC,1,?,
navigateur Jean Mocquet,PER,1,Jean Mocquet,
Nestor,PER,1,Nestor,
Neufchâtel,LOC,4,?,
Nîmes,LOC,1,?,
nos Anglais,MISC,1,?,
nos colonies du Sud,MISC,1,?,
notre Dieu,PER,1,Dieu,
notre Saint-Père le pape,PER,1,Pape Urbain VIII,
Notre-Dame,LOC,2,?,
Noyon,LOC,2,?,
Paris,LOC,108,?,
Paris,PER,1,Paris,
Parisien,MISC,1,?,
Pathaud,PER,1,Pathaud,
Patrice,PER,9,Patrick,
Patrick,PER,16,Patrick,
Pau,LOC,1,?,
Pavie,LOC,1,?,
Périgny,LOC,2,?,
Perse,LOC,1,?,
Pharsale,LOC,1,?,
Picard,LOC,1,?,
Picardie,LOC,3,?,
Pierrefitte,LOC,1,?,
place du Palais-Cardinal,LOC,1,?,
place Royale,LOC,3,?,
Planchet,PER,216,Monsieur Planchet,
Polycrate,PER,1,Polycrate,
Pompée,PER,2,Pompée le Grand,
Pontoise,LOC,2,?,
Porthos,PER,538,"Isaac de Portau, dit Porthos",
Portsmouth,LOC,16,?,
Putange,PER,1,"Guillaume Morel, sieur de Putanges",
quai de la Ferraille,LOC,1,?,
Ravaillac,PER,3,François Ravaillac,
reine,PER,5,Anne d’Autriche,
reine de France,PER,1,Anne d’Autriche,
Rhé,LOC,1,?,
Richelieu,PER,35,"Armand Jean du Plessis, duc de Richelieu",
Robespierre,PER,1,Maximilien de Robespierre,
Rochefort,PER,41,Comte de Rochefort,
Rochelle,LOC,1,?,
Rochelois,MISC,6,?,
roi Henri,PER,1,Henri IV de France,
roi Louis XIIIe,PER,1,Louis XIII de France,
Rossinante,PER,1,Rossinante,
Rouen,LOC,2,?,
Roussillon,LOC,1,?,
Rubens,PER,1,Peter Paul Rubens,
rue aux Ours,LOC,2,?,
rue de la Harpe,LOC,3,?,
Rue de La Harpe,LOC,1,?,
rue de Vaugirard,LOC,3,?,
rue des Fossoyeurs,LOC,5,?,
rue des Francs-Bourgeois,LOC,1,?,
rue du Vieux-Colombier,LOC,3,?,
rue Férou,LOC,3,?,
Rue Férou,LOC,1,?,
rue Payenne,LOC,2,?,
rue Saint-Honoré,LOC,2,?,
Sa généreuse Éminence,PER,1,"Armand Jean du Plessis, duc de Richelieu",
Sa Grâce,PER,6,"Armand Jean du Plessis, duc de Richelieu",
Sa Grâce le duc de Buckingham,PER,1,"George Villiers, duc de Buckingham",
Sa Grâce lord Buckingham,PER,2,"George Villiers, duc de Buckingham",
sa gracieuse Majesté,PER,1,Louis XIII de France,
Sa Majesté,PER,68,Louis XIII de France,
Sa Sainteté,PER,1,Pape Urbain VIII,
saint Augustin,MISC,1,?,
saint Augustin,PER,2,Saint Augustin,
saint Jean Bouche-d ' Or,PER,1,Jean Chrysostome,
saint Martin,PER,1,Saint Martin,
saint Pierre,PER,3,Saint Pierre,
Saint-Barthélémy,PER,1,Saint Barthélémy,
Saint-Chrysostome,PER,2,Jean Chrysostome,
Saint-Cloud,LOC,9,?,
Saint-Denis,LOC,1,?,
Saint-Germain,LOC,11,?,
Saint-Louis,MISC,1,?,
Saint-Mandé,LOC,3,?,
Saint-Omer,LOC,3,?,
Saint-Paul,LOC,2,?,
Saint-Simon,PER,1,Saint Simon,
Saint-Valery,LOC,3,?,
Samson,PER,1,Samson,
Samuel,PER,1,Samuel,
Sardanapale,PER,1,Sardanapale,
Satan,PER,4,Satan,
Saül,PER,1,Saül,
Schomberg,PER,5,Monsieur de Schomberg,
Seigneur,PER,5,Dieu,
serviteur Bazin,PER,1,Monsieur Bazin,
Sèvres,LOC,1,?,
Sire,PER,3,Louis XIII de France,
Sixte-Quint,PER,1,Pape Sixte V,
Son Altesse Monsieur,PER,1,Louis XIII de France,
son Créateur,PER,1,Dieu,
Son Éminence,PER,94,"Armand Jean du Plessis, duc de Richelieu",
son Éminence,PER,1,"Armand Jean du Plessis, duc de Richelieu",
Son Éminence le cardinal,PER,1,"Armand Jean du Plessis, duc de Richelieu",
Son Éminence le cardinal-duc,PER,1,"Armand Jean du Plessis, duc de Richelieu",
Son Éminence monseigneur le cardinal de Richelieu,PER,1,"Armand Jean du Plessis, duc de Richelieu",
son roi,PER,1,Louis XIII de France,
Spartiate,MISC,1,?,
Spartiates,MISC,1,?,
Suisses,MISC,1,?,
Surgères,LOC,4,?,
Tarbes,LOC,5,?,
thos,PER,1,"Olivier de La Fère, dit Athos",
Tours,LOC,23,?,
Tréville,PER,66,"Jean-Armand du Peyrer, comte de Tréville",
Tristan,PER,1,Tristan,
Troyes,LOC,1,?,
Tyburn,LOC,6,?,
un Achille,MISC,1,?,
un Ajax,MISC,1,?,
un anglais,MISC,1,?,
un Anglais,MISC,5,?,
un Béarnais,MISC,1,?,
un Berrichon,MISC,1,?,
un Besme,PER,1,Famille Besme,
un cardinal,PER,1,un cardinal,
un catholique,MISC,1,?,
un d ' Andelot,MISC,1,?,
un d ' Artagnan,PER,1,Famille d’Artagnan,
un Écossais,MISC,1,?,
un Espagnol,MISC,1,?,
un Gascon,MISC,2,?,
un huguenot,MISC,1,?,
un irlandais,MISC,1,?,
un Joseph,MISC,1,?,
un Jupiter,MISC,1,?,
un Maurevers,PER,1,Famille Maurevers,
un Montmorency,MISC,1,?,
un Normand,MISC,2,?,
un Picard,PER,1,Monsieur Planchet,
un Poltrot de Meré,PER,1,Famille Poltrot de Meré,
un Suisse,MISC,1,?,
un Vitry .,PER,1,Famille Vitry,
une Anglaise,MISC,3,?,
une Française,MISC,1,?,
Uzès,LOC,1,?,
valet Mousqueton,PER,1,Monsieur Mousqueton,
village d ' Écouis,LOC,1,?,
ville d ' Armentières,LOC,1,?,
ville de Meung,LOC,1,?,
Villeroy,LOC,4,?,
Vitray,PER,2,Monsieur Vitray,
votre Dieu,PER,1,Dieu,
Votre Éminence,PER,56,"Armand Jean du Plessis, duc de Richelieu",
Votre Excellence,PER,2,"Armand Jean du Plessis, duc de Richelieu",
Votre Grâce,PER,12,"George Villiers, duc de Buckingham",
Votre Majesté,PER,74,Louis XIII de France,
Votre Seigneurie,PER,1,"Charles de Batz de Castelmore, dit d'Artagnan",
Wardes,LOC,1,?,
Windsor,LOC,3,?,
Winter,PER,1,Baron de Winter,
